Textos_espanol,sdg
"De este modo, unos tipos iniciales bajos pueden fomentar la aceptación política y dar tiempo a las partes interesadas para adaptarse, mientras que los aumentos a lo largo del tiempo garantizan unos ingresos estables y mantienen la eficacia medioambiental. Si surge la incertidumbre sobre la previsibilidad y longevidad de un tipo impositivo, los inversores pueden considerar que el riesgo de las inversiones bajas en carbono, eficientes desde el punto de vista energético o reductoras de la contaminación es demasiado elevado. Al mismo tiempo, incentivar la inversión privada requiere medidas adicionales para minimizar el riesgo y crear marcos de inversión estables que garanticen -o al menos aumenten la probabilidad de- un rendimiento seguro. Estas medidas pueden incluir préstamos de bajo coste para los inversores privados, amortización acelerada, tipos de interés preferenciales o, en el caso de las energías renovables, acuerdos de compra de energía a largo plazo (Cottrell, Fortier y Schlegelmilch, 2015).",7
"Se analiza la historia de los litigios migratorios en Australia y se argumenta que la revisión judicial ha tenido un impacto negativo en la administración de la ley y en la resolución de disputas en ese ámbito. Un análisis de los litigios de inmigración es apropiado, porque una justificación clave ofrecida en apoyo de un papel judicial asertivo en ese ámbito es que la revisión judicial puede proporcionar una salvaguardia de los derechos humanos de las personas que buscan refugio bajo las leyes de inmigración de Australia.",16
"A menudo se considera que la energía nuclear es una tecnología de carga de base pura que funciona al nivel de potencia nominal durante largos periodos de tiempo. Este modo de funcionamiento de carga básica tiene dos ventajas: (a) simplicidad técnica, comercial y organizativa, y (b) es la forma de funcionamiento comercialmente más ventajosa en un contexto de precios estables de la electricidad. Unos factores de carga elevados durante largos periodos de tiempo son esenciales para amortizar los costes de inversión de tecnologías con costes fijos elevados y costes variables bajos, como la energía nuclear.7 No es sorprendente, pues, que la energía nuclear se utilice en modo de carga básica en la mayoría de los países de la OCDE. La elevada relación entre costes fijos y costes variables es una característica que la energía nuclear comparte con la mayoría de las tecnologías renovables.",7
"Obviamente, en la Unión Europea rigen actualmente dos principios bastante contradictorios en materia de jurisdicción. Por un lado, los convenios internacionales sobre responsabilidad nuclear siguen claramente las disposiciones de canalización de la responsabilidad y concentran todos los procedimientos en un solo tribunal. Por otro lado, el Reglamento Bruselas I. prefiere obviamente que el demandante pueda elegir entre presentar sus demandas ante el tribunal del país donde se produjo el incidente o ante el tribunal de su país de origen. El objetivo de este documento es identificar las interfaces entre estos dos principios contradictorios, prestando especial atención a la posibilidad de ejecutar las sentencias dictadas por tribunales de Estados no partes en el Convenio (es decir, Austria, Irlanda y Luxemburgo) en aquellos países miembros que son partes contratantes del Convenio de París o del Convenio de Viena.",16
"Desde hace poco, Etiopía ha promulgado varias leyes para regular algunos aspectos del entorno digital. La Proclamación sobre Ciberdelincuencia de 2016 (Proclamación sobre Delitos Informáticos n.º 958/2016) es la incorporación más reciente al régimen jurídico que tipifica una serie de ciberdelitos. También ha introducido una serie de normas probatorias y procesales novedosas que ayudarán en la investigación y el enjuiciamiento de los ciberdelitos. Sin embargo, la ley ha suscitado críticas desde diversos ángulos, principalmente debido a algunas de sus disposiciones contrarias a los derechos humanos. Este artículo presenta breves comentarios sobre la legislación en materia de ciberdelincuencia y destaca algunos de los retos que plantea su aplicación.   Términos clave Ciberdelincuencia, delito informático, derecho a la intimidad, contenidos ilegales en línea, justicia procesal, Etiopía",16
"Resumen Las injusticias medioambientales y sociales en el sector extractivo del condado de Kwale son rampantes y existen limitados mecanismos de participación ciudadana para abordar las injusticias y mejorar el diálogo entre las partes interesadas. La exclusión de la comunidad de la gobernanza empresarial ha perpetuado la injusticia medioambiental y social, provocando desconfianza y conflictos entre las comunidades y los inversores en las zonas mineras. El objetivo de este estudio era evaluar una plataforma cartográfica digital como herramienta de participación comunitaria. Se utilizó un enfoque de estudio participativo en el que las partes interesadas seleccionadas recibieron formación para utilizar la plataforma de cartografía digital y luego participaron en el estudio. Se utilizaron aplicaciones digitales para teléfonos móviles y aplicaciones de recopilación y gestión de datos Poi mapper para generar y analizar cuantitativamente las respuestas de las partes interesadas, que se transmitían instantáneamente a un servidor informático. La cartografía digital es interactiva, suscitó interacciones efectivas entre las partes interesadas y apoyó la participación ciudadana para hacer cumplir la responsabilidad corporativa.",16
"En este contexto, el reto de MÃ©xico es aprovechar el creciente impulso de la reforma hÃdrica para crear una polÃtica del agua inclusiva, integrada y coherente. Avanzar en un escenario de business-as-usual no es una opciÃ³n. Abordar esto significa, en parte, mejorar la calidad de los rÃos, lagos y acuÃferos en MÃ©xico. Esta tarea ha supuesto un gran reto en todo el país, ya que la calidad de las aguas superficiales y subterráneas se ve amenazada por las cargas contaminantes procedentes de fuentes puntuales y difusas, y por una atención insuficiente a los vertidos de aguas residuales. Actualmente, 91.3% de la población tiene acceso a servicios de agua potable, y 89.9% cuenta con cobertura de saneamiento. Sólo en 2010, los huracanes afectaron a 118 municipios de Coahuila, Nuevo León y Tamaulipas, a 138 municipios de los estados de Campeche, Puebla y Veracruz, y a 56 de los estados de Chiapas y Oaxaca.",6
"Este artículo aborda el papel de las instituciones formales y las redes informales en las prácticas de gobierno corporativo. La literatura existente sobre gobierno corporativo ha examinado principalmente las instituciones formales, como el efecto de los sistemas legales. Nuestra contribuciÃ³n es considerar el efecto de las caracterÃsticas informales del ""pequeÃ±o mundo"" de las redes de propiedad y de consejos de administraciÃ³n. Utilizamos el caso de Escandinavia (Dinamarca, Noruega y Suecia) para examinar estos efectos. Nuestros resultados empíricos revelan grandes diferencias en las estructuras formales de los consejos de administración y de propiedad entre los países escandinavos, pero fuertes similitudes en cuanto al cumplimiento de la ley, la estabilidad política, la eficacia del gobierno, el Estado de derecho, el control de la corrupción, así como la voz y la rendición de cuentas. Encontramos que los tres paÃses pueden caracterizarse como ""mundos pequeÃ±os"" en los que la confianza, la difusiÃ³n de informaciÃ³n y los mecanismos de reputaciÃ³n son mecanismos activos de gobernanza. (Menos)",16
"El acceso a la justicia es a la vez un tema de investigación sociojurídica comprometida y un componente clave de la ideología profesional jurídica. Existe una relación entre ambos. Cuanto más comprometida esté la abogacía organizada con la cuestión del acceso a la justicia, mayor será el perfil de la investigación académica sobre temas relacionados de una forma u otra con el acceso a la justicia. El compromiso de la abogacía organizada alcanzó su punto álgido en los años sesenta y setenta, decayó en los ochenta y no ha recuperado la posición que alguna vez tuvo en la agenda nacional estadounidense. Sin embargo, en contraste, el acceso a la justicia ha surgido recientemente con fuerza en la agenda de reformas que las organizaciones estadounidenses y multilaterales de ayuda exterior -junto con la profesiÃ³n jurÃdica estadounidense- estÃ¡n promoviendo en el extranjero como parte del renovado esfuerzo posterior a la Guerra FrÃa para construir el Estado de derecho.",16
"Por ejemplo, la retirada de Estados Unidos del acuerdo pone en entredicho estos esfuerzos globales. Investigar con precisión las condiciones de mercado de todas las industrias es una tarea de gran envergadura. Por ello, la mayoría de los estudios sobre el riesgo de fuga de carbono se centran en una selección de indicadores que revelan aspectos importantes de las condiciones de mercado en las que operan las industrias. Sin embargo, estos indicadores deben complementarse con un análisis más profundo de algunas industrias para evaluar el verdadero riesgo de fuga de carbono.",7
"Los objetivos del Centro son crear una base de datos de FER en el paÃs, formar tÃ©cnicos y sensibilizar al pÃºblico. El Centro ha elaborado estimaciones aproximadas de las FER brutas y de la capacidad tÃ©cnica y econÃ³mica, asÃ como de las ubicaciones potenciales, para la explotaciÃ³n de distintos tipos de FER (solar, eÃ³lica, biomasa, pequeÃ±as centrales hidroelÃ©ctricas y geotÃ©rmica). Este Comité está elaborando actualmente normas (basadas en las normas europeas y rusas existentes) en el ámbito de los edificios, los productos que consumen energía y las energías renovables.",7
"Aunque todos los refugiados se enfrentan a riesgos, violaciones de los derechos humanos y privaciones durante los conflictos y los desplazamientos, las mujeres y las niñas refugiadas se enfrentan a riesgos particulares de violencia sexual y otras formas de violencia y discriminación relacionadas con el género. Este capítulo se basa en algunas de las principales publicaciones académicas y políticas para explorar los riesgos de género para las mujeres y las niñas en el contexto de los campos de refugiados. Se describen los riesgos comunes para las mujeres y niñas refugiadas y se exploran brevemente las intersecciones entre desplazamiento, género, identidad, poder y falta de ciudadanía en el contexto de los campos. Concluye con una breve advertencia contra la idea de que la violencia en los contextos de refugiados tiene orígenes puramente culturales y destaca la importancia de la participación activa de las mujeres y las comunidades refugiadas en la identificación de problemas y la búsqueda de soluciones.      Palabras clave: violencia de género, refugiados, agresión sexual/violencia sexual, mujeres en el desarrollo/género y desarrollo",16
"A travÃ©s de catorce entrevistas en profundidad1 realizadas en febrero de 2013 a mujeres de Boeung Kak Lake, una comunidad de alto nivel amenazada en Phnom Penh, este artÃculo sostiene que los desalojos forzosos y el activismo contra ellos son una materializaciÃ³n de la ""geopolÃtica Ãntima"". El artÃculo demuestra la relaciÃ³n mÃºltiple que los desalojos forzosos reflejan y fermentan entre los hogares, los cuerpos, el Estado-naciÃ³n y la transformaciÃ³n geopolÃtica del Sudeste AsiÃ¡tico. El desalojo forzoso se enmarca como una cuestiÃ³n geopolÃtica, que lleva a incursiones mÃ¡s internas en la vida cotidiana, que ha estimulado la ciudadanÃa activa y la acciÃ³n colectiva evidenciando las injusticias de la desposiciÃ³n ante diversos pÃºblicos, y que ha hecho mÃ¡s vulnerables las relaciones Ãntimas de las activistas. De este modo, se describe cÃ³mo las mujeres del lago Boeung Kak han reescrito el guiÃ³n polÃtico de Camboya al cuestionar pÃºblicamente la inevitabilidad de las violaciones de los derechos humanos en el paÃs tras el genocidio.",16
Un artículo sobre el alcance geográfico de las obligaciones de derechos humanos en el derecho internacional y los derechos constitucionales de Estados Unidos en la lucha antiterrorista.,16
"Resumen Corea del Sur ha empezado a tomar medidas enérgicas contra los buques chinos en el Mar Amarillo, en respuesta a sus crecientes actividades de pesca ilegal y resistencia armada. Esta investigación examina los cambios en el uso de la fuerza por parte de Corea contra la pesca ilegal china tras explorar la situación actual de la pesca en esta zona no delimitada. Se estudia la postura reforzada de Corea contra la pesca ilegal, ilustrada por su enmendada Ley de Seguridad Marítima y las nuevas normas internas de la Guardia Costera de Corea, para verificar si cumple los requisitos del derecho internacional. La ley y la práctica de Corea, en general, parecen respetar el derecho internacional al equilibrar dos propósitos: garantizar el ejercicio eficaz de la aplicación de la ley y la seguridad de los funcionarios y los pescadores. Este artículo sugiere algunas recomendaciones para mejorar el cumplimiento del derecho internacional por parte de Corea.",16
"La presente contribución está dedicada a analizar la evolución reciente de determinados aspectos del Derecho de la función pública de la Unión Europea. Dicho análisis nos ayudará a evaluar la solidez del enfoque predominante en materia de revisión judicial de los actos legislativos y de control judicial de los actos individuales que afectan a los derechos de los trabajadores de la función pública de la Unión Europea. Se examina la jurisprudencia sobre el principio de igualdad, sugiriéndose que, en ocasiones, dicha jurisprudencia muestra una deferencia excesiva hacia el legislador de la Unión Europea o que, al menos, podría ser necesario un razonamiento más preciso en este ámbito. También se lleva a cabo un examen de la jurisprudencia relativa a los derechos y deberes de los trabajadores temporales, que pone de manifiesto la necesidad de reforzar el control ejercido por los tribunales europeos y, sobre todo, por el Tribunal de la Función Pública, en los casos de presunto despido discriminatorio.",16
"Las inversiones en desalinización y reutilización de aguas residuales tratadas en la región han llegado a ser tan frecuentes en algunos países que incluso existen dudas sobre si pueden seguir considerándose opciones no convencionales de abastecimiento de agua. Este tipo de prácticas promueven el uso de agua de distintas calidades para diferentes fines. La reutilización de estas fuentes de agua depende de si se trata a nivel primario, secundario o terciario.",6
"Las zonas rurales suelen tener costes de servicio más elevados porque disponen de redes menos densas, lo que significa que hay que construir y explotar más infraestructuras para abastecer al mismo número de personas. Otros factores que afectan al coste del servicio son la calidad de la fuente de agua (y, por tanto, el coste del tratamiento del agua bruta para obtener una calidad potable), el tipo de tecnología aplicada y los elementos adicionales del servicio (como el nivel de control de la calidad del agua o la calidad del servicio al cliente). En algunos casos, la organización del sector puede ser un factor importante a la hora de determinar el coste de la prestación del servicio: la fragmentación de la prestación del servicio en las zonas rurales entre un gran número de pequeños proveedores de servicios impide lograr economías de escala y da lugar a un coste medio más elevado de la prestación del servicio.",6
"ResumenLa consolidación de la paz internacional se ha expandido rápidamente en las dos décadas transcurridas desde la publicación del Programa de Paz. Junto a este crecimiento de la consolidación de la paz ha llegado la constatación de que muchos proyectos de consolidación de la paz concebidos y patrocinados por la comunidad internacional han fracasado en el cumplimiento de sus propios objetivos o, lo que es más importante, no han sido plenamente asumidos por aquellos a quienes se suponía que debían ayudar: las personas y comunidades que intentan reconstruir sus vidas en países en situación de posconflicto. Los analistas críticos debaten el estado actual de la consolidación de la paz y modelan lo que consideran el paradigma posliberal de consolidación de la paz. Al hacerlo, señalan que la agencia es un elemento que falta en la práctica local de consolidación de la paz. En este documento se analiza y teoriza la agencia como una forma de necesidad humana y se propone el uso de zonas de paz (ZP) como un método para generar agencia local al tiempo que se fomenta la buena gobernanza, la transparencia y la responsabilidad en los proyectos locales de consolidación de la paz.",16
"La frase ""excepcionalismo australiano"" se utiliza más a menudo en estos días en relación con la posición de Australia junto a Estados Unidos en la guerra contra el terrorismo y la actitud del gobierno australiano ante la legislación internacional sobre derechos humanos. Australia también es excepcional por ser la única democracia de habla inglesa que carece de una declaración de derechos exigible judicialmente a nivel federal. Aunque no sin relación, aquí quiero explorar si la parte del derecho público australiano que se ocupa de la revisión judicial de la acción administrativa es también ""excepcional"". Identificaré las características que comúnmente se dice que distinguen a Australia de otras jurisdicciones de common law y que justifican que Australia haya tomado un camino diferente en la elaboración de los principios de revisión judicial de la acción administrativa.",16
"Los responsables políticos han recurrido a las normas de derechos humanos para enmarcar la política sanitaria nacional y la gobernanza sanitaria mundial. Las normas de derechos humanos ofrecen marcos universales para promover la justicia en materia de salud pÃºblica, codificando normas internacionales que enmarcan las obligaciones de los gobiernos y facilitan la rendiciÃ³n de cuentas para alcanzar el mÃ¡ximo nivel posible de salud. Al abordar las amenazas a la dignidad individual como ""violaciones de derechos"" en virtud del derecho internacional, los derechos humanos relacionados con la salud han evolucionado drásticamente para ofrecer un marco normativo para la salud pública.",16
"Este artículo está dedicado a la aplicación del Derecho en el ordenamiento jurídico del Consejo de Europa. Presenta directrices para el proceso de toma de decisiones de la aplicación de la ley aplicada en el ámbito jurídico del Convenio Europeo de Derechos Humanos y la Carta Social Europea. El objetivo de este artículo es presentar las características del proceso de toma de decisiones de la aplicación del derecho en materia de protección de los derechos humanos en el ámbito europeo y supranacional, así como las diferencias entre dichos procesos llevados a cabo sobre la base del CEDH y del CES.",16
"Además del refuerzo y la ampliación de la red, la necesidad de cubrir una carga residual muy variable no sólo seguiría generando costes de adecuación a largo plazo, sino que también impondría costes de rampa añadidos a los operadores despachables. Estos últimos no se han tenido en cuenta explícitamente en este estudio debido a problemas de datos, pero se han debatido cualitativamente en el contexto del seguimiento de la carga de las centrales nucleares y no deberían pasarse por alto en un análisis más completo. Por ejemplo, en California, donde la demanda máxima se alcanza a mediodía debido al aire acondicionado, la energía solar, que alcanza su contribución máxima con cierta regularidad casi durante las mismas horas, tiene un crédito de capacidad relativamente alto (esta situación bastante favorable en California y el suroeste de Estados Unidos no puede extrapolarse al resto de Estados Unidos).",7
"En este documento se examinan las aportaciones que la comunidad internacional de derechos humanos puede hacer a la definición y formulación de una ética mundial eficaz en la práctica, especialmente a la luz de la preocupación actual por la justicia social y económica, las cuestiones medioambientales y los abusos sistemáticos de las poblaciones vulnerables. El argumento principal es que el movimiento de derechos humanos en todas sus dimensiones (moral, jurídica y política) constituye la base fundamental de una ética mundial viable ahora y en un futuro previsible. Prueba de la veracidad de esta afirmación son los esfuerzos actuales del movimiento por relacionarse explícitamente con otros ámbitos del derecho y la política internacionales. Entre los ejemplos citados figuran los avances en materia de derechos de los pueblos indígenas, toma de decisiones sobre el medio ambiente y justicia transicional.",16
"ResumenEl campo de la criminología ha contribuido a fundamentar la investigación y el debate sobre las causas y la prevención del terrorismo. También ha aportado importantes ideas para comprender y abordar la radicalización y el extremismo violento. En este documento se recurre al campo criminológico de la prevención del delito para destacar cómo las lecciones extraídas de la política y la práctica de la prevención del delito pueden contribuir a informar sobre la forma en que los gobiernos centrales y locales, las autoridades y las organizaciones de base comunitaria responden programáticamente (a nivel de planificación, diseño y aplicación de políticas o estrategias) a la radicalización y el extremismo violento. Las cinco lecciones/percepciones clave que se abordan son (1) los posibles efectos iatrogénicos de las intervenciones, (2) la necesidad de utilizar voces creíbles, (3) los límites de la desviación, (4) la tensión entre las prioridades centrales y locales, y (5) la sostenibilidad y el desarrollo de capacidades. El objetivo es poner de relieve cómo pueden superarse diversos escollos en el diseño y la ejecución de programas en el ámbito de la desradicalización y la lucha contra las extremidades violentas....",16
"La UniÃ³n Europea (UE) ha hecho de la defensa de los derechos humanos parte integrante de sus relaciones comerciales exteriores y exige que todos los acuerdos comerciales, de cooperaciÃ³n, asociaciÃ³n y colaboraciÃ³n con terceros paÃses, incluidos los instrumentos comerciales unilaterales, contengan con modalidades e intensidad variables un compromiso con el respeto de los derechos humanos. El documento analiza determinados aspectos de la promociÃ³n e integraciÃ³n de los derechos humanos por parte de la UE en sus relaciones comerciales exteriores y evalÃºa el impacto de los cambios introducidos por el Tratado de Lisboa (TdL) de 2009 en la prÃ¡ctica de la UE.",16
"La definición y creación del Derecho contractual está arraigada en un entendimiento común del fuerte papel del Estado moderno en la administración de justicia. En este artículo se argumenta que este entendimiento está actualmente sujeto a una transformación fundamental como resultado de la creciente demanda de seguridad jurídica en las transacciones transfronterizas. Los conceptos tradicionales del Derecho internacional privado, principalmente el Derecho de los conflictos y la armonización de los tratados multilaterales, han demostrado ser incapaces de seguir el ritmo de la globalización, lo que ha permitido a los actores privados intervenir y adquirir una posición dominante en la prestación de servicios jurídicos al comercio internacional. La privatización resultante del proceso legislativo suscita inquietudes en cuanto a la legitimidad del Derecho contractual transnacional. Este documento sugiere utilizar los conceptos de ""consenso aproximado"" y ""código de funcionamiento"" para reconceptualizar las ideas de la legislación democrática en el Estado de Derecho con el fin de adaptarlas a la realidad de la legislación transnacional.",16
"En derecho internacional, el tÃ©rmino ""crÃmenes de lesa humanidad"" se refiere a ciertos males atroces perpetrados como parte de un ataque generalizado o sistemÃ¡tico contra una poblaciÃ³n civil (vÃ©ase Justicia Penal Internacional). Estos delitos incluyen el asesinato, la esclavitud, la tortura, la violación, el traslado forzoso, la persecución dirigida contra determinados tipos de grupos y ""otros actos inhumanos de carácter similar que causen intencionalmente grandes sufrimientos o atenten gravemente contra la integridad física o la salud mental o física"" (Estatuto de Roma 2002: art. 7).      Palabras clave: Ã©tica, derecho, jurÃdico y polÃtico, filosofÃa, Ã©tica prÃ¡ctica (aplicada), crÃmenes contra la humanidad, genocidio, holocausto, derechos humanos",16
"La cuestión de la pena de muerte en el derecho internacional puede describirse señalando normas jurídicas específicas o la ausencia de ellas en los tratados relativos a los derechos humanos (por ejemplo, el Pacto Internacional de Derechos Civiles y Políticos), el derecho humanitario (por ejemplo, los Convenios de Ginebra) y el derecho penal internacional (por ejemplo, el Estatuto de Roma). Además, las instituciones internacionales abordan la cuestión de la pena de muerte en el derecho indicativo y en la judicatura. Siguiendo la historia de estas normas, las tendencias abolicionistas son explícitas y particularmente fuertes en la sociedad internacional posterior a la Segunda Guerra Mundial.",16
"Las precipitaciones son elevadas y el agua se almacena en masas de agua dulce como lagos, acuíferos subterráneos y glaciares. El agua, en sus diversas formas -agua, nieve y hielo-, es un bien valioso para muchos sectores económicos. En Finlandia, tanto las aguas superficiales como las subterráneas se utilizan para la producción de agua potable, pero en general se prefieren las aguas subterráneas y se espera que aumente su uso con este fin.",6
"Resumen Este artículo ofrece un análisis teórico para comprender por qué y cómo se han integrado las normas de reforma del sector de la seguridad (RSS) en la arquitectura de seguridad de la Unión Europea (UE). Investiga el papel de las comunidades epistémicas en el avance de la agenda de seguridad-desarrollo/buena gobernanza que sustenta la RSS y en el fomento del aprendizaje institucional. El conocimiento y la experiencia compartidos han impulsado el cambio político e institucional, ya que dieron lugar a un nuevo consenso político que transformó el enfoque de la UE en materia de seguridad en el sistema internacional posterior a la guerra fría. Los resultados empíricos, basados en el análisis de contenido y en más de 25 entrevistas semiestructuradas, sugieren que las redes transnacionales basadas en la experiencia desempeñaron un papel destacado en la configuración del desarrollo conceptual de la RSS. Sin embargo, también muestran que las divisiones entre las comunidades epistémicas a través de la línea divisoria entre seguridad y desarrollo son, en última instancia, responsables del fracaso de la UE a la hora de lograr una aplicación coherente de la política de RSS. Además, el artículo concluye ...",16
"En las décadas de 1990 y 2000, Tailandia y la India aplicaron un tipo impositivo más bajo a los combustibles sin plomo, en lugar de aumentar los impuestos sobre los combustibles con plomo, para eliminar (con éxito) el combustible con plomo (Cottrell et al., En Vietnam, los ingresos por impuestos medioambientales aumentaron entre 2000-2015 y en China, también, los ingresos aumentaron entre 2000-2014, y se prevén nuevos cambios que se espera perpetúen esta tendencia. En Tailandia, en 2015 se introdujeron nuevas medidas para reducir las emisiones de GEI en el sector del transporte, incluido un nuevo sistema de impuestos de matriculación de vehículos basado en las emisiones de dióxido de carbono, con el que se espera recaudar 10 000 millones de THB, así como un nuevo sistema de impuestos sobre el combustible de transporte basado en las emisiones de carbono y otras medidas para hacer frente a los residuos, la contaminación del agua y el transporte.125 El programa Partnership for Market Readiness del Banco Mundial refleja un amplio interés en la región por los sistemas de tarificación del carbono de uno u otro tipo.",7
"Resumen Este ensayo desarrolla una crítica de los enfoques constructivistas modernos de las normas en la teoría de las relaciones internacionales. Distingue entre una perspectiva conductista y una perspectiva societal de las normas. La primera explica el cumplimiento de las normas y/o su difusión a través de la lógica de la adecuación y la lógica de la argumentación, respectivamente, mientras que la segunda entiende la divergencia en el significado normativo a través de la lógica de la impugnación. Utilizando como marco el enfoque de Habermas sobre los hechos y las normas, el artÃculo analiza las posibilidades de una gobernanza legÃtima basada en normas constitucionales bÃ¡sicas como la democracia, el Estado de Derecho y los derechos humanos y fundamentales, y su papel en contextos que van mÃ¡s allÃ¡ del Estado-naciÃ³n moderno.",16
"Este documento examina cuatro modelos de prácticas de debriefing aplicadas por el equipo de autores en entornos que trabajan con profesionales de la resolución de conflictos y la pacificación. Examina la eficacia de estos métodos en particular, y de la práctica del debriefing como herramienta reflexiva en el contexto de la práctica de la pacificación. Toda la investigación se llevó a cabo como parte de un equipo de Teoría y Práctica Aplicada, bajo la supervisión de la Dra. Susan Allen, en la Escuela de Análisis y Resolución de Conflictos de la Universidad George Mason.",16
"Para garantizar la eficacia de un programa de este tipo, deberÃa utilizarse un horizonte de planificaciÃ³n a largo plazo, teniendo en cuenta que las decisiones y los cambios realizados en un Ã¡mbito tendrÃ¡n efectos dominÃ³ sobre la inversiÃ³n Ã³ptima en otros. Los organismos multilaterales de desarrollo tendrÃan que financiar una parte significativa de la inversiÃ³n necesaria, incluida la asistencia tÃ©cnica para las reformas institucionales y normativas, asÃ como los sistemas de gestiÃ³n y rendiciÃ³n de cuentas. Los programas regionales dirigidos a la eficiencia energÃ©tica y las energÃas renovables pueden contribuir en gran medida a canalizar las inversiones en estas Ã¡reas vitales.",7
"El gobierno ha constatado la falta de soluciones tecnológicas disponibles para el sector del transporte y considera que las oportunidades de un transporte más limpio son limitadas. La electricidad la suministra la empresa pública Tonga Power Ltd (TPL), regulada por la Comisión de Electricidad de Tonga. Las zonas rurales de Tongatapu disponen de electricidad de red suministrada por TPL y las islas exteriores tienen energía solar o minirredes que funcionan según un modelo de gestión comunitaria. La tarifa media de electricidad residencial en 2013 era de 0,52 dólares (Figura 9.5). Tonga utiliza la energía solar desde finales de la década de 1980, aunque la biomasa sigue siendo la principal fuente de energía renovable. No hay potencial para la energía hidráulica y las evaluaciones indican que la energía geotérmica no es rentable.",7
"Los derechos humanos pueden contemplarse desde perspectivas jurídicas y sociojurídicas. Desde una perspectiva jurídica, los derechos humanos son los derechos derivados de la Declaración Universal de Derechos Humanos, el Pacto Internacional de Derechos Económicos, Sociales y Culturales y el Pacto Internacional de Derechos Civiles y Políticos y otros instrumentos de derechos humanos, y se aplican tanto a nivel internacional como nacional. Las perspectivas sociojurídicas, integradas en las disciplinas de la historia, la sociología, la antropología y las relaciones internacionales, indican que los derechos humanos no están limitados únicamente por la ley, sino que tienen su propia historia, sociología, vida social y redes activistas transnacionales. Cabe preguntarse si el campo de los derechos humanos ha dejado de ser un tema de investigación interdisciplinar para convertirse en una disciplina diferenciada.",16
"Este artículo contribuye a la creciente literatura sobre la rendición de cuentas en la lucha contra la corrupción comparando la toma de decisiones individuales bajo diferentes normas e instituciones. Empleando una metodología experimental, examino cómo la propensión a denunciar la corrupción difiere entre los italianos del norte y del sur, dos grupos que experimentan niveles muy diferentes de corrupción en la vida cotidiana. Además, el experimento mide el comportamiento en dos entornos institucionales diferentes: una condición de ""aplicación estricta"" en la que las denuncias siempre dan lugar a sanciones contra los autores, y una condición de ""aplicación laxa"" en la que se ignora el 50% de las denuncias. No encuentro diferencias en el comportamiento de los italianos del norte y del sur en la condición de aplicación laxa, pero en la condición de aplicación estricta, los del sur son mucho más propensos a denunciar irregularidades, mientras que el comportamiento de los del norte no cambia. Estos resultados demuestran que la exposición a la corrupción puede reforzar las normas de rendición de cuentas, pero sólo en presencia de instituciones de alta calidad.",16
"En los conflictos armados en los que se han producido violaciones graves del Derecho Internacional Humanitario a escala masiva, suele ser necesario equilibrar el derecho de las víctimas a la justicia retributiva con la necesidad del Estado territorial de hacer frente a las atrocidades del pasado de forma que no se provoquen nuevos actos de violencia y se avance en el proceso de reconciliación. Este artículo sostiene que el Derecho Internacional no impide que los tribunales nacionales e internacionales reconozcan ciertas amnistías limitadas a los considerados ""menos responsables"" de la comisión de crímenes de guerra, cuando van acompañadas de otras medidas de rendición de cuentas y con el objetivo de facilitar el avance hacia una paz duradera.",16
"El Estado de Derecho se aplica a las Naciones Unidas y debe guiar todas sus actividades. Por prometedora que pueda parecer esta afirmación clave de la Resolución 67/1 de la Asamblea General de las Naciones Unidas, su significado no está del todo claro. ¿Cómo debe definirse el Estado de Derecho y cuál es su base jurídica a nivel internacional? ¿Qué significa el Estado de Derecho para las distintas actividades de las Naciones Unidas con efectos externos, como las sanciones, el mantenimiento de la paz y el desarrollo, y para su administración interna y su sistema de justicia? La conferencia sobre el Estado de Derecho y su aplicaciÃ³n a las Naciones Unidas, celebrada en el Instituto Max Planck de Luxemburgo los dÃas 11 y 12 de septiembre de 2014, abordÃ³ estas cuestiones, entre otras, y analizÃ³ de forma exhaustiva la ResoluciÃ³n 67/1. La conferencia aportÃ³ tanto la perspectiva acadÃ©mica como la realidad de la prÃ¡ctica gracias a la participaciÃ³n de diversos profesionales y funcionarios de las Naciones Unidas.",16
"La mayoría de los análisis de la judicialización de la política se centran en la elaboración de políticas judiciales y en la creación de derechos; sin embargo, cuando la judicialización de la política se desarrolla en un contexto político de separación de poderes, los tribunales también participan en la distribución del poder. La tarea de delimitar el poder entre las ramas del gobierno es diferente de la formulación de políticas o la adjudicación de derechos. Judicializar las disputas políticas sobre el poder da a los tribunales la oportunidad de alterar el equilibrio del poder institucional, de crear ejecutivos (o legislaturas) más fuertes y un papel más fuerte (o más débil) para sí mismos. Para ilustrar estos puntos, este artículo examina cómo el Tribunal Constitucional (TC) chileno juzgó un tipo específico de conflicto de separación de poderes entre el Legislativo y el Ejecutivo entre 1990 y 2005. El análisis de la doctrina del TC en las horas extraordinarias pone de relieve cómo el TC ha modificado el equilibrio de poder en el proceso de formulación de políticas y ha aumentado su influencia dentro del sistema político.",16
